,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
0,Dreamscape,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/105979968/dreamscape,3.8,-1,Sport,5.11c,1,75.0,34.180409999999995,-85.81555
1,Comfortably Numb,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/105905196/comfortably-numb,3.6,-1,"Trad, TR",5.9,1,120.0,34.17948,-85.81775
2,Misty,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/105905421/misty,3.6,-1,Sport,5.10b/c,1,90.0,34.180409999999995,-85.81555
3,Oyster,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/105926850/oyster,3.1,-1,Sport,5.10a,1,80.0,34.17961,-85.8179
4,Pigs in Zen (Tuesday's Gone),Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/105930746/pigs-in-zen-tuesdays-gone,3.0,-1,Sport,5.10d,1,70.0,34.17961,-85.8179
5,Cinco de Mayo,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/106311736/cinco-de-mayo,2.9,-1,Sport,5.10c/d,1,40.0,34.17961,-85.8179
6,Knob Wall,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/105927952/knob-wall,2.8,-1,Trad,5.6,1,80.0,34.180409999999995,-85.81555
7,That Eight (aka Kennel Club),Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/105915410/that-eight-aka-kennel-club,2.8,-1,Sport,5.8,1,60.0,34.17961,-85.8179
8,Too Pumped Chump,The Flintstone > Sand Rock > Alabama,https://www.mountainproject.com/route/105962664/too-pumped-chump,2.7,-1,Sport,5.10b,1,40.0,34.17889,-85.81983000000001
9,My Dog Has Fleas,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/105915399/my-dog-has-fleas,2.5,-1,Sport,5.9-,1,60.0,34.17961,-85.8179
10,Rabies,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/105930750/rabies,2.7,-1,Sport,5.11a,1,75.0,34.17961,-85.8179
11,Six Toes,Jaws Block/West Side Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/105978873/six-toes,2.5,-1,Sport,5.10a,1,30.0,34.1799,-85.81751
12,Price is Right,The Hole > Sand Rock > Alabama,https://www.mountainproject.com/route/106311388/price-is-right,3.1,-1,Sport,5.11a PG13,1,35.0,34.18035,-85.81478
13,Captain Ron,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/108009978/captain-ron,2.5,-1,Sport,5.8,1,35.0,34.180690000000006,-85.81316
14,Standard Route,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/105905391/standard-route,2.3,-1,Trad,5.6,1,80.0,34.17948,-85.81775
15,Thin in the Middle,Jaws Block/West Side Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106098693/thin-in-the-middle,2.6,-1,Sport,5.10c/d,1,30.0,34.1799,-85.81751
16,Heave Ho,Jaws Block/West Side Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106102019/heave-ho,2.8,-1,Sport,5.11a,1,30.0,34.1799,-85.81751
17,Walking the Dog,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/106101126/walking-the-dog,2.5,-1,Trad,5.9-,1,60.0,34.17961,-85.8179
18,Jaws,Jaws Block/West Side Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/105943764/jaws,3.2,-1,"Trad, TR",5.9+,1,27.0,34.1799,-85.81751
19,Never Believe,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/106102075/never-believe,3.3,-1,Sport,5.11b,1,45.0,34.17961,-85.8179
20,Gravy Train,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/105961944/gravy-train,3.3,-1,Trad,5.10a,1,75.0,34.17961,-85.8179
21,Popular Science (Golden Flake),Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106098687/popular-science-golden-flake,3.0,-1,"Trad, TR",5.9+,1,60.0,34.180409999999995,-85.81555
22,Lichen This,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106105961/lichen-this,2.5,-1,Sport,5.9,1,40.0,34.180409999999995,-85.81555
23,White Gold,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/105979251/white-gold,3.0,-1,Trad,5.9+,1,80.0,34.180409999999995,-85.81555
24,Big Trouble in Little China,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/108060175/big-trouble-in-little-china,2.4,-1,Sport,5.10-,1,30.0,34.180690000000006,-85.81316
25,Eight In The Hole,The Hole > Sand Rock > Alabama,https://www.mountainproject.com/route/107057599/eight-in-the-hole,2.0,-1,Sport,5.8-,1,40.0,34.18035,-85.81478
26,Shrimp Dude,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/107645399/shrimp-dude,2.9,-1,Sport,5.10a,1,60.0,34.1792,-85.81933000000001
27,Tarzan,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106938647/tarzan,2.2,-1,Sport,5.10-,1,40.0,34.180409999999995,-85.81555
28,Pump Handles,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/105930757/pump-handles,2.6,-1,Trad,5.9,1,60.0,34.17961,-85.8179
29,Backdraft,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/108419758/backdraft,2.2,-1,Sport,5.9,1,35.0,34.180690000000006,-85.81316
30,Sneakers,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/105927902/sneakers,2.5,-1,Sport,5.10a,1,60.0,34.180409999999995,-85.81555
31,Buckwheat,The Hole > Sand Rock > Alabama,https://www.mountainproject.com/route/106011946/buckwheat,2.9,-1,Sport,5.11b,1,40.0,34.18035,-85.81478
32,Disneyland,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106617924/disneyland,3.0,-1,Sport,5.10d,1,80.0,34.180409999999995,-85.81555
33,Windows,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106098680/windows,2.5,-1,"Trad, TR",5.8+,1,60.0,34.180409999999995,-85.81555
34,Pin Chimney,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/105905203/pin-chimney,2.7,-1,Trad,5.8+,1,100.0,34.17948,-85.81775
35,Overboard,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/108596731/overboard,2.8,-1,Sport,5.10b/c,1,30.0,34.180690000000006,-85.81316
36,fat boy,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/108009884/fat-boy,2.1,-1,Sport,5.8,1,30.0,34.180690000000006,-85.81316
37,Vicious,The Hole > Sand Rock > Alabama,https://www.mountainproject.com/route/106108712/vicious,3.9,-1,Sport,5.12c,1,35.0,34.18035,-85.81478
38,Midget Digits,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106105639/midget-digits,2.8,-1,Sport,5.11b,1,70.0,34.180409999999995,-85.81555
39,Julory,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/106851052/julory,2.1,-1,Sport,5.8+,1,30.0,34.1792,-85.81933000000001
40,Loosy Goosy,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/106242721/loosy-goosy,2.9,-1,Trad,5.8+,1,80.0,34.17948,-85.81775
41,Jugs,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/108419245/jugs,2.0,-1,Sport,5.9-,1,30.0,34.180690000000006,-85.81316
42,First Black In Office,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/106940954/first-black-in-office,2.1,-1,Sport,5.9,1,40.0,34.18027,-85.81621
43,Just Sevens and Eights,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/111656608/just-sevens-and-eights,2.0,-1,Sport,5.7+,1,30.0,34.180690000000006,-85.81316
44,Don't need no names,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/111656549/dont-need-no-names,1.8,-1,Sport,5.7,1,35.0,34.180690000000006,-85.81316
45,Muffins are Burning,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106494055/muffins-are-burning,2.3,-1,Sport,5.10c,1,30.0,34.180409999999995,-85.81555
46,Fat Tuesday,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/112254877/fat-tuesday,4.0,-1,"Trad, TR",5.12a X,1,50.0,34.17961,-85.8179
47,The Thing,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/108009912/the-thing,1.9,-1,Sport,5.8-,1,35.0,34.180690000000006,-85.81316
48,Toxic,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106136498/toxic,4.0,-1,Sport,5.12d,1,35.0,34.1804,-85.81700000000001
49,Pebbles,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/108009807/pebbles,2.2,-1,Sport,5.10a,1,30.0,34.180690000000006,-85.81316
50,Dreamworld,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/110686750/dreamworld,3.8,-1,Sport,5.12c/d,1,75.0,34.180409999999995,-85.81555
51,unkown 8,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/108009733/unkown-8,2.4,-1,Sport,5.10b/c,1,30.0,34.180690000000006,-85.81316
52,Rave,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/110641236/rave,3.2,-1,Sport,5.12a,1,60.0,34.180409999999995,-85.81555
53,Twinkle Toes,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106136561/twinkle-toes,3.4,-1,Sport,5.11c,1,35.0,34.1804,-85.81700000000001
54,Groundhog,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/108009965/groundhog,2.3,-1,Sport,5.11c,1,35.0,34.180690000000006,-85.81316
55,Klingon,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106302950/klingon,3.4,-1,Sport,5.11d,1,,34.1804,-85.81700000000001
56,R.I.P.,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/107294419/rip,2.7,-1,Sport,5.11a,1,60.0,34.1792,-85.81933000000001
57,Super Grover,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106102097/super-grover,2.9,-1,Sport,5.11d,1,50.0,34.180409999999995,-85.81555
58,Somethingness,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/117996744/somethingness,3.1,-1,Sport,5.9 PG13,1,50.0,34.180409999999995,-85.81555
59,Pressure Sensitive,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106105648/pressure-sensitive,3.0,-1,Sport,5.11c,1,70.0,34.180409999999995,-85.81555
60,Wall of Horns,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106795772/wall-of-horns,2.7,-1,TR,5.10b/c R,1,70.0,34.180409999999995,-85.81555
61,Shut Out!,Jaws Block/West Side Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/105943768/shut-out,2.3,-1,Sport,5.10+,1,45.0,34.1799,-85.81751
62,Nothingness,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106136553/nothingness,3.3,-1,Sport,5.12b/c PG13,1,50.0,34.180409999999995,-85.81555
63,Blinded By Science,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/116143195/blinded-by-science,3.5,-1,"Trad, TR",5.12a R,1,50.0,34.180409999999995,-85.81555
64,Ascension,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/106302991/ascension,2.5,-1,Sport,5.11b/c,1,,34.18027,-85.81621
65,Sandburger,The Sandtrap > Sand Rock > Alabama,https://www.mountainproject.com/route/107305261/sandburger,3.0,-1,Trad,5.10-,1,70.0,34.1804,-85.81700000000001
66,Picnic,The Hole > Sand Rock > Alabama,https://www.mountainproject.com/route/106853180/picnic,2.6,-1,Sport,5.11b,1,35.0,34.18035,-85.81478
67,Crack a Smile,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/105978989/crack-a-smile,2.3,-1,Trad,5.8-,1,80.0,34.17948,-85.81775
68,Toxic Masculinity,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/116647759/toxic-masculinity,3.3,-1,Sport,5.12a/b,1,35.0,34.1804,-85.81700000000001
69,Tales From the Hard Side,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/106301622/tales-from-the-hard-side,2.8,-1,Sport,5.11d,1,40.0,34.17961,-85.8179
70,Overhanging Jamcrack,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/114951268/overhanging-jamcrack,3.2,-1,Trad,5.9+,1,60.0,34.180409999999995,-85.81555
71,Pebble Power,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/105927915/pebble-power,2.9,-1,Trad,5.8+,1,70.0,34.1804,-85.81700000000001
72,Champagne Jam,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/106302969/champagne-jam,3.3,-1,Trad,5.12c/d,1,,34.18027,-85.81621
73,Crimps Ahoy,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/112165332/crimps-ahoy,3.2,-1,Sport,5.12b,1,35.0,34.18027,-85.81621
74,They Call Me Cruiser,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/106972156/they-call-me-cruiser,2.8,-1,Trad,5.10b,1,40.0,34.17961,-85.8179
75,Three's Company,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/106940970/threes-company,2.4,-1,Sport,5.10c,1,40.0,34.18027,-85.81621
76,How's Your Love Life?,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/112161319/hows-your-love-life,3.0,-1,"Sport, TR",5.11c,1,40.0,34.180409999999995,-85.81555
77,Thin's Evil Twin,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/106635366/thins-evil-twin,2.7,-1,Sport,5.11c,1,30.0,34.1792,-85.81933000000001
78,Cruise This,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/106136524/cruise-this,2.4,-1,Sport,5.12a,1,38.0,34.17961,-85.8179
79,Whammy,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/110052460/whammy,3.0,-1,Sport,5.12b,1,70.0,34.180409999999995,-85.81555
80,Bocephus,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/108164453/bocephus,2.9,-1,Sport,5.11d,1,,34.180409999999995,-85.81555
81,Mud Wall,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/106302983/mud-wall,2.6,-1,Sport,5.12d,1,,34.18027,-85.81621
82,Sand Jocks,The Sandtrap > Sand Rock > Alabama,https://www.mountainproject.com/route/106209512/sand-jocks,3.0,-1,Trad,5.10a,1,80.0,34.1804,-85.81700000000001
83,Faith,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/105927932/faith,2.4,-1,Trad,5.8,1,80.0,34.1804,-85.81700000000001
84,Johnny Five,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/111694006/johnny-five,2.5,-1,Sport,5.10b,1,35.0,34.180690000000006,-85.81316
85,OSG (Old Safety Guy),Jaws Block/West Side Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/117855126/osg-old-safety-guy,3.0,-1,"Trad, TR",5.7,1,35.0,34.1799,-85.81751
86,Thin's Bottom Bitch,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/107575056/thins-bottom-bitch,1.8,-1,Sport,5.8,1,20.0,34.1792,-85.81933000000001
87,A Little Help From My Friends,Jaws Block/West Side Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106313913/a-little-help-from-my-friends,2.8,-1,Trad,5.10c/d,1,30.0,34.1799,-85.81751
88,Pygmy,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106136567/pygmy,3.0,-1,Sport,5.12a/b,1,30.0,34.1804,-85.81700000000001
89,Sloth,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106302924/sloth,2.8,-1,Sport,5.11c,1,,34.1804,-85.81700000000001
90,Metamorphosis,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106107677/metamorphosis,2.8,-1,Sport,5.11c/d,1,60.0,34.1804,-85.81700000000001
91,Unknown Offwidth,Boy Scout Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/117813076/unknown-offwidth,3.0,-1,"Trad, TR",5.10b/c R,1,30.0,34.17985,-85.81742
92,Pin Chimney Direct,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/106063324/pin-chimney-direct,2.7,-1,Trad,5.10b/c,1,,34.17948,-85.81775
93,Dream Crusher,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/110657537/dream-crusher,3.0,-1,Sport,5.12d,1,40.0,34.180409999999995,-85.81555
94,Moe,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106722724/moe,2.6,-1,"Trad, TR",5.9+,1,70.0,34.180409999999995,-85.81555
95,Silent Lucidity,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/107813756/silent-lucidity,2.5,-1,Sport,5.12a,1,,34.180409999999995,-85.81555
96,Kitty Litter,Jaws Block/West Side Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/105978858/kitty-litter,2.0,-1,Trad,5.8-,1,60.0,34.1799,-85.81751
97,Plush,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/105943103/plush,2.5,-1,Sport,5.12a,1,75.0,34.17961,-85.8179
98,Cease Fire,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106104476/cease-fire,3.0,-1,Trad,5.11b/c R,1,45.0,34.1804,-85.81700000000001
99,Antidote,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106119226/antidote,3.0,-1,Sport,5.12b,1,35.0,34.1804,-85.81700000000001
100,Larry,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106722702/larry,2.7,-1,"Trad, TR",5.8,1,70.0,34.180409999999995,-85.81555
101,Silence Between the Violence,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/118127772/silence-between-the-violence,3.0,-1,Sport,5.13d,1,60.0,34.18027,-85.81621
102,Land of Silk and Money,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/108079200/land-of-silk-and-money,2.7,-1,Sport,5.12a,1,50.0,34.180409999999995,-85.81555
103,Chip Off The Ol' Block,The Basement > Sand Rock > Alabama,https://www.mountainproject.com/route/118805961/chip-off-the-ol-block,3.0,-1,Trad,5.12+ PG13,1,35.0,34.1804,-85.81700000000001
104,sweet home boltabama,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/113878151/sweet-home-boltabama,3.0,-1,Trad,5.11a,1,75.0,34.17948,-85.81775
105,O.M.I.,Jaws Block/West Side Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/111216631/omi,3.0,-1,Trad,5.10a,1,40.0,34.1799,-85.81751
106,Little Bastard,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/111606811/little-bastard,3.0,-1,Sport,5.12a,1,80.0,34.1792,-85.81933000000001
107,Lip Service,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106108717/lip-service,3.0,-1,Sport,5.12b,1,75.0,34.180409999999995,-85.81555
108,Eagle Scout Project,Boy Scout Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/116831836/eagle-scout-project,2.7,-1,"Trad, TR",5.7,1,35.0,34.17985,-85.81742
109,Geraldine,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/116620678/geraldine,2.8,-1,Sport,5.11b/c,1,80.0,34.180409999999995,-85.81555
110,Mark's Menace,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/106101149/marks-menace,2.3,-1,Trad,5.8+,1,60.0,34.17961,-85.8179
111,First Black in Space,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/112812654/first-black-in-space,2.6,-1,"Trad, TR",5.8+,1,50.0,34.180409999999995,-85.81555
112,Climbing Merit Badge,Boy Scout Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/116831757/climbing-merit-badge,2.5,-1,"Trad, TR",5.6,1,35.0,34.17985,-85.81742
113,Valentine's Day Massacre,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/110429418/valentines-day-massacre,2.5,-1,Sport,5.13a,1,30.0,34.18027,-85.81621
114,Bird in Hand,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/112907812/bird-in-hand,2.4,-1,Trad,5.8,1,70.0,34.17961,-85.8179
115,Neckerchief?,Boy Scout Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/116831965/neckerchief,2.7,-1,"Trad, TR",5.8 PG13,1,35.0,34.17985,-85.81742
116,Fever Pitch,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/116206969/fever-pitch,2.7,-1,Trad,5.8,1,30.0,34.18027,-85.81621
117,Flies in the Vaseline,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/111607029/flies-in-the-vaseline,2.7,-1,Sport,5.11a/b,1,,34.1792,-85.81933000000001
118,Bull Ant (Champagne Jam Direct Start),Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/106302974/bull-ant-champagne-jam-direct-start,2.7,-1,Trad,5.11c/d,1,,34.18027,-85.81621
119,Fierce,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/106302987/fierce,2.7,-1,Sport,5.12c/d,1,,34.18027,-85.81621
120,Sandburger Platter,The Sandtrap > Sand Rock > Alabama,https://www.mountainproject.com/route/107305267/sandburger-platter,2.7,-1,Trad,5.10,1,75.0,34.1804,-85.81700000000001
121,Harvest Moon,The Sandtrap > Sand Rock > Alabama,https://www.mountainproject.com/route/106231768/harvest-moon,2.7,-1,Trad,5.10c/d,1,65.0,34.1804,-85.81700000000001
122,Chimney Approach,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/107575104/chimney-approach,2.0,-1,Trad,5.5,1,40.0,34.17961,-85.8179
123,Conglomernaut,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106108015/conglomernaut,2.5,-1,Trad,5.10b/c,1,70.0,34.1804,-85.81700000000001
124,Thin's Daddy,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/106635362/thins-daddy,2.4,-1,Sport,5.12b,1,30.0,34.1792,-85.81933000000001
125,Slug,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/108365742/slug,2.5,-1,Trad,5.7,1,70.0,34.180409999999995,-85.81555
126,Fake Plastic Trees,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/106939805/fake-plastic-trees,2.2,-1,Sport,5.11c,1,60.0,34.1792,-85.81933000000001
127,Access Denied,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106302929/access-denied,2.5,-1,Sport,5.12b,1,,34.1804,-85.81700000000001
128,Burly Girls,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/105927906/burly-girls,2.1,-1,Trad,5.7,1,70.0,34.180409999999995,-85.81555
129,Launchitude,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/111838031/launchitude,2.4,-1,Trad,5.9,1,60.0,34.17961,-85.8179
130,The Prestige,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/114782594/the-prestige,2.3,-1,Sport,5.9+,1,45.0,34.17948,-85.81775
131,First Beginning,Fireplace Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106940778/first-beginning,1.7,-1,"Sport, Boulder",5.7 V0,1,35.0,34.1804,-85.81700000000001
132,unknown 1,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/108590562/unknown-1,2.4,-1,Trad,5.8+,1,75.0,34.180409999999995,-85.81555
133,Logan's Walk,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/114520218/logans-walk,2.5,-1,Trad,5.8,1,50.0,34.17948,-85.81775
134,Lazy Anna,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/116087529/lazy-anna,2.5,-1,Sport,5.11c,1,40.0,34.1804,-85.81700000000001
135,Glasstic,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106011935/glasstic,2.5,-1,Trad,5.10b/c,1,60.0,34.180409999999995,-85.81555
136,Spooky,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106302915/spooky,2.5,-1,Sport,5.11d,1,,34.1804,-85.81700000000001
137,Tagalongs,Boy Scout Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/116831493/tagalongs,2.1,-1,"Trad, TR",5.7+,1,35.0,34.17985,-85.81742
138,Ale 81,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106098895/ale-81,1.8,-1,Sport,5.10c,1,60.0,34.180409999999995,-85.81555
139,Diane,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/106102067/diane,2.3,-1,Sport,5.12a,1,50.0,34.17948,-85.81775
140,Hey Y'all -- Watch This!,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106795793/hey-yall-watch-this,2.3,-1,Trad,5.8,1,70.0,34.180409999999995,-85.81555
141,Pop Tarts,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/107207914/pop-tarts,2.3,-1,Trad,5.8,1,40.0,34.180409999999995,-85.81555
142,Sandrewf,Holiday Block > Sand Rock > Alabama,https://www.mountainproject.com/route/110657393/sandrewf,2.3,-1,Trad,5.12b/c PG13,1,50.0,34.17961,-85.8179
143,Alternate Start,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/106302956/alternate-start,2.0,-1,Trad,5.9,1,80.0,34.17948,-85.81775
144,"Valdez, The",The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/106101181/valdez-the,2.0,-1,Trad,5.10c,1,60.0,34.17948,-85.81775
145,Logan's Run,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/105961938/logans-run,2.0,-1,Trad,5.10b,1,70.0,34.17948,-85.81775
146,Uphill Battle,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/116138841/uphill-battle,1.9,-1,Sport,5.5,1,25.0,34.180690000000006,-85.81316
147,Unknown,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/118029517/unknown,2.0,-1,"Sport, TR",5.9,1,40.0,34.180409999999995,-85.81555
148,Curly,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106722744/curly,2.0,-1,"Trad, TR",5.8,1,70.0,34.180409999999995,-85.81555
149,Green Gully,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/106048882/green-gully,1.9,-1,Trad,5.10b/c,1,75.0,34.17948,-85.81775
150,Nick of Time,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/105969886/nick-of-time,2.0,-1,Sport,5.11b/c R,1,50.0,34.180409999999995,-85.81555
151,Neckerchief? Traverse,Boy Scout Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/116832084/neckerchief-traverse,2.0,-1,"Trad, TR",5.6,1,35.0,34.17985,-85.81742
152,Hacienda,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/114328332/hacienda,2.0,-1,Sport,5.12a,1,70.0,34.180409999999995,-85.81555
153,Wilma,The Flintstone > Sand Rock > Alabama,https://www.mountainproject.com/route/105956444/wilma,2.0,-1,Trad,5.10b/c,1,60.0,34.17889,-85.81983000000001
